adjustable,flicker_free,mount_compatible,price,product_name,refresh_rate,resolution,response_time,review_count,review_rating,screen_curvature,video_inputs
"Tilt, Swivel Adjustable",,VESA Mount Compatible,739,"HP Z43 (Actual size 42.5"") Ultra HD 3840 x 2160 4K 8ms DisplayPort HDMI Mini-DisplayPort USB Type-C Anti-Glare USB Hub LED Backlit IPS Monitor",,3840 x 2160 Ultra HD 4K Resolution @ 60Hz,8ms Response Time,3,5,,"DisplayPort (1.2), Mini-DisplayPort (1.2), HDMI (2.0), USB Type-C Video Inputs"
,,VESA Mount Compatible,114.11,"Lenovo ThinkVision E24-10 23.8"" 1920 x 1080 VGA DisplayPort 4ms LED Backlight LCD Monitor",,1920 x 1080 Full HD Resolution,4ms Response Time,2,5,,
,,,198.8,"Lenovo L24q-30 23.8"" WQHD WLED LCD Monitor - 16:9 - Raven Black - In-plane Switching (IPS) Technology - 2560 x 1440 - 16.7 Million Colors - FreeSync - 240 Nit Typical, 300 Nit Peak - 4 ms Extreme",,,,3,5,,
Tilt Adjustable,,VESA Mount Compatible,113.19,"DELL E2216HV 22"" Full HD (1080p) 1920 x 1080 LED-Backlit LCD TN Monitor 16:9",,1920 x 1080 Full HD Clarity Resolution @ 60Hz,5ms Response Time,4,3,,
Tilt Adjustable,,VESA Mount Compatible,129.99,"Dell E2318HR 23"" Full HD 1920 x 1080 5ms (GTG, Fast) 60Hz VGA HDMI Anti-Glare Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,"5ms (GTG Fast), 8ms (GTG Normal) Response Time",5,3,,"VGA, HDMI Video Inputs"
,,,319.99,"HP E24d G4 23.8"" Full HD LCD Advanced Docking Monitor - 1920 x 1080 Full HD Display - In-plane Switching (IPS) Technology - 60 Hz Refresh Rate - Login w/ Windows Hello - USB Type-C & DisplayP",,,,1,4,,
One-click Stand Tilt / Swivel / Pivot / Height Adjustable,,,159.6,"LG 22BL450Y-W 22"" (Actual size 21.5"") 75 Hz Full HD 1920 x 1080 with Adjustable Stand & Built-in Speakers IPS Monitor",,,,1,4,,
Tilt Adjustable,,VESA Mount Compatiable,96.08,"Acer V226HQL Bbi 22"" (Actual size 21.5"") Full HD 1920 x 1080 5ms VGA HDMI EcoDisplay Backlit LED LCD Monitor",,,5ms Response Time,1,4,,"HDMI, VGA Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,103.88,Acer B206HQL Full HD 1920x1080 60Hz 5ms DVI VGA Built-in Speakers Tilt Vertical Alignment Panel Technology Backlit LED Monitor,,1920 x 1080 Full Hd Resolution @ 60Hz,5ms Response Time,1,4,,
"Tilt, Swivel, Height Adjustable",,VESA Mount Compatible,282.51,"Acer B277U 27"" WQHD 2560 x 1440 2K 75Hz 4ms (GTG) 2xHDMI DisplayPort AMD FreeSync USB 3.0 Hub Built-in Speakers Backlit LED IPS Monitor",75Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,4ms (GTG) Response Time,3,4,,"2 x HDMI, DisplayPort Video Inputs"
,,VESA Mount Compatible,103.57,"Acer V176L UM.BV6AA.002 17"" SXGA 1280 x 1024 5 ms 75 Hz D-Sub LCD Monitor",1280 x 1024 Resolution @ 75 Hz Refresh Rate,1280 x 1024 Resolution @ 75 Hz Refresh Rate,5 ms Response Time,3,4,,
Tilt Adjustable,,VESA Mount compatible,114.73,"Samsung S22E200B 22"" (Diagonal 21.5"") Full HD 1920 x 1080 60Hz 5ms VGA DVI Flicker-Free Technology Samsung Eye Care Slim Design Widescreen LED Backlit LCD Monitor",,,5ms Response Time,3,4,,"VGA, DVI Video Inputs"
,,,147.99,"AOC I1659FWUX 16"" (Actual size 15.6"") Full HD 1920 x 1080 60Hz 10ms USB 3.0 USB-Powered Backlit LED IPS Portable Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,10ms Response Time,4,4,,
Tilt Adjustable,,VESA Mount Compatible,238.65,"ViewSonic VX2478-smhd 24"" WQHD 2560 x 1440 2K 60Hz 4ms (GTG W/OD) DisplayPort HDMI Mini-DisplayPort Built-in Speakers Anti-Glare Backlit LED IPS Monitor",,2560 x 1440 Quad HD 2K Resolution @ 60Hz,4ms (GTG W/OD) Response Time,7,4,,"HDMI (1.4), DisplayPort, Mini-DisplayPort Video Inputs"
,,"Tilt VESA Compatibility - Mountable ",115.83,"Acer V226WL bd UM.EV6AA.002 22"" WXGA+ 1680 x 1050 5 ms 60 Hz D-Sub, DVI LCD Monitor",,,,6,4,,
,,"Tilt (-5° - 25°) VESA Compatibility - Mountable ",124.83,"Acer V7 Series V247Y bi (UM.QV7AA.003) 24"" (Actual size 23.8"") 1920 x 1080 4 ms GTG 75 Hz VGA HDMI FreeSync (AMD Adaptive Sync) Monitor",,,,1,5,,
"Height, Swivel, Pivot, Tilt Adjustable",,VESA Mount Compatible,459.99,"ViewSonic VG2860MHL-4K 28"" Quad HD 3840 x 2160 4K 2ms 2xHDMI 2xDisplayPort DVI-D USB Hub Built-in Speakers Anti-Glare Backlit LED Monitor",,3840 x 2160 Quad HD 4K Resolution @ 60Hz,2ms Response Time,1,5,,"2 x HDMI, 2 x DisplayPort, DVI-D Video Inputs"
,,,90.3,"Acer V206WQL bd 20"" (Actual szie 19.5"") WXGA+ 1440 x 900 6ms 60Hz VGA DVI Backlit LED IPS Monitor",,,,1,5,,
Tilt Adjustable,,VESA Mount Compatible,399.99,"Samsung S34J55W 34"" 3440 x 1440 Ultra WQHD 21:9 2K Resolution 4ms 75Hz 2x HDMI DisplayPort AMD FreeSync Eye Saver Flicker Free LED Backlit Monitor",75Hz Refresh Rate,3440 x 1440 Ultra WQHD 2K Resolution,4ms Response Time,1,5,,"2 x HDMI (1 x 1.4, 1 x 2.0), DisplayPort Video Inputs"
,,"VESA Compatibility - Mountable ",224.99,"PHILIPS 252B9 25"" 1920 x 1200 5 ms 60 Hz Built-in Speakers Monitor",,,,1,5,,
,,,134.99,"Philips 243V7QJAB 23.8"" FullHD 1920x1080 5ms LED LCD IPS Monitor",,,,1,5,,
"Height, tilt, Swivel, Pivot Adjustable",Flicker-Free Technology,VESA Mount Compatible,,"Samsung S24H850QFN 24"" (23.8"" Actual size) Quad HD 2560 x 1440 2K Resolution 5ms DisplayPort USB Type-C HDMI AMD FreeSync Flicker-Free LED Backlit LCD Monitor",,2560 x 1440 Quad HD 2K Resolution @ 60Hz,5ms Response Time,2,3,,"HDMI, DisplayPort, USB Type-C Video Inputs"
"Swivel, Pivot, Height, Tilt Adjustable",,VESA Mount Compatible,399.99,"Samsung SH850 Series S27H850QFN 27"" Quad HD 2560 x 1440 2K 4ms 60Hz HDMI DisplayPort USB Type-C AMD FreeSync Flicker-Free Eye Saver Mode LED Backlit PLS Monitor",,2560 x 1440 Quad HD 2K Resolution @ 60Hz,4ms (GTG) Response Time,2,3,,"DisplayPort (1.2), HDMI (1.4), USB Type-C Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,121.31,"Acer V227Q Abmipx 22"" (Actual size 21.5"") Full HD 1920 x 1080 75Hz 4ms (GTG) VGA HDMI DisplayPort AMD Adaptive SYNC Built-in Speakers LED Backlit LCD Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,4ms (GTG) Response Time,2,1,,"VGA, HDMI, DisplayPort Video Inputs"
"Height, Swivel, Tilt Adjustable",Flicker-Free and Low Blue Mode,,497.23,"Philips 346B1C 34"" 3440x1440 QHD VA LCD Ultra Wide Curved Monitor",100Hz Refresh Rate,3440 x 1440 Quad HD Resolution,5ms Response Time,2,5,,"DisplayPort (1.2), HDMI (2.0), USB Type-C (3.2) Video Inputs"
"Height, Swivel, Pivot, Tilt Adjustable",,VESA Mount Compatible,449.99,"ViewSonic VP2771 27"" WQHD 2560 x 1440 2K 7ms (GTG W/OD) Mini-DisplayPort HDMI DisplayPort USB Type-C USB 3.1 Hub SuperClear Anti-Glare Backlit LED IPS Monitor",,2560 x 1440 WQHD 2K Resolution @ 60Hz,"7ms (GTG W/OD), 14ms (Typical GTG) Response Time",5,5,,"Mini-DisplayPort, HDMI (1.4), DisplayPort, USB 3.1 Type-C Video Inputs"
"Height, Swivel, Pivot, Tilt Adjustable",,,229.99,"ViewSonic VP2468 24"" Ultra-Thin Full HD 1920 x 1080 7ms DisplayPort 2xHDMI Mini-DisplayPort USB 3.0 Hub Anti-Glare LED Backlit IPS Monitor",,1920 x 1080 Full HD Resolution,7ms Response Time ,5,5,,"2 x HDMI (1.4), Mini-DisplayPort, DisplayPort Video Inputs"
,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,,627,"ASUS ROG Strix XG32VQ 32"" (Actual size 31.5"") WQHD 2560 x 1440 2K Adaptive/FreeSync 144Hz 4ms Curved Gaming Monitors with Aura RGB Lighting Asus Eye Care with Ultra Low-Blue Light & Flicker-Free",144Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,4ms Response Time,73,4,,
,,,129.99,VIOTEK GFV22CB Ultra-Compact 22-Inch 144Hz Gaming Monitor 1080P Full-HD 5ms  G-Sync-Compatible FreeSync FPS/RTS  2x HDMI 3.5mm DP 3-Year Warranty,Refresh Rate: 144Hz,Resolution: 1920x1080p,Response Time: 5ms GTG ,6,3,,
"Tilt, Pivot, Swivel and Height Adjustable",,,,"LG 32GK850G Black 31.5"" QHD 2560 x 1440 5ms 144Hz NVIDIA G-Sync Gaming Monitor, HDMI, DisplayPort, USB3.0, Tilt, Swivel, Pivot, Height Adjustable",,,,56,4,,
,,,457.99,"MSI Optix MAG321CQR 32"" WQHD Non-Glare Super Narrow Bezel 1ms 2560 x 1440 Resolution 144Hz Refresh Rate FreeSync Technology Height Adjustable Curved Monitor","144Hz Refresh Rate - Real smooth gaming.","WQHD High Resolution - Game titles will even look better, displaying more details due to the WQHD resolution.",,104,4,,
,,VESA Mount Compatible,299.99,"HP Healthcare Edition HC241 24"" WUXGA 1920 x 1200 14ms DisplayPort HDMI VGA HDCP Compatible USB Hub Anti-Glare AHVA with LED Backlit Monitor",,1920 x 1200 WUXGA Resolution @ 60Hz,14ms Response Time,1,2,,"DisplayPort (1.2), HDMI (1.4), VGA Video Inputs"
,,,426.99,"LG 27UK650-W 27"" 4K UHD (3840x2160) IPS HDR10 350 cd/m2 FreeSync Gaming Monitor with HDMI DisplayPort Height/Pivot Adjustable Stand",,,,8,5,,
,,,279.99,"KUU MH270UG 27"" 4K Gaming Monitors, 3840 x 2160, 1ms Response Time, 1000:1 Contrast Ratio, 1 Billion+ Colors, Ultranarrow Borders Display, 1 x Display Port, 3 x HDMI, Tilt, VESA Compatible","3 types Mode of Resolution and Refresh Rate: 3840 x 2160(4K)@60Hz, 2160 x 1440@144Hz, 1920 x 1080@144Hz high quality image is impeccable.","3 types Mode of Resolution and Refresh Rate: 3840 x 2160(4K)@60Hz, 2160 x 1440@144Hz, 1920 x 1080@144Hz high quality image is impeccable.",,13,3,,
,,,399.99,"VIOTEK GNV34DBE 34-Inch Curved Gaming Monitor  144Hz UWQHD 4ms  2x HDMI 2.0, 2x DisplayPort 1.4, 3.5mm  G-Sync-Ready, FreeSync  3-Yr Warranty",Refresh Rate: 100Hz (OC) ,Resolution: 3440x1440p ,Response Time: 6ms GTG (5ms Overdrive) ,13,3,Curvature: 1500R ,
"Height, Tilt Adjustable",,VESA Mount Compatible,649.99,"SAMSUNG C34J791 34"" 3440 x 1440 WQHD 2K Resolution 4ms 100Hz HDMI DisplayPort 2x Thunderbolt 3 AMD FreeSync Built-in Speakers Curved Quantum Dot Color Ultra Wide Screen Gaming Monitor",100Hz Refresh Rate,3440 x 1440 WQHD 2K Resolution,4ms Response Time,4,4,,"HDMI, DisplayPort, 2 x Thunderbolt 3 Video Inputs"
,,,429.95,"Deco Gear 35"" Curved Ultrawide E-LED Gaming Monitor, 21:9 Aspect Ratio, Immersive 3440x1440 Resolution, 100Hz Refresh Rate, 3000:1 Contrast Ratio (DGVIEW201) (Single Monitor)",Refresh Rate: 100 Hz,,Response Time: 4 milliseconds,6,4,,
Tilt Adjustable: Yes (-5° ~ 15°),,,259.99,"VIOTEK GFT27DB 27-Inch WQHD Gaming Monitor with Speakers, 1440p 144Hz 1ms, FreeSync & Works w/G-SYNC, TN Panel 115% sRGB, DP HDMIx3  3-Year Warranty",Refresh Rate: 144Hz ,Resolution: 2560x1440p ,"Response Time: 1ms (with Overdrive), 3ms (Standard)",5,4,,
Titl Adjustable Stand,,VESA Mount Compatible,247.99,"ViewEra V215HBM 22"" (Actual size 21.5"") Full HD 1920 x 1080 5 ms 2 x HDMI In, 1 x VGA In, 1 x USB In, 1 x BNC In
1 x BNC Out Metal Case LCD/LED Security Monitor, HDMI, BNC In/Out, USB, D-Sub, PIP, Remote",,1920 x 1080 Resolution,,1,1,,
,,,249.99,"VIOTEK GNV27DB 27-Inch Curved QHD Gaming Monitor  144Hz 2560x1440p 4.8ms (OD)  1500R Curvature, G-Sync-Ready FreeSync  DP, 3x HDMI, 3.5mm  3-Year Warranty",Refresh Rate: 144Hz ,Resolution: 2560 x 1440p ,Response Time: 6ms (4.8ms OD) ,11,4,,
,,,464,"Nixeus EDG 27"" IPS (AHVA) 2560 x 1440 AMD Radeon FreeSync Certified 144Hz Gaming Monitor with Base Tilt Only Stand(NX-EDG27Sv2)",,"Display Type: 27"" IPS Type (AHVA) Panel with Maximum Resolution of 2560 x 1440",Response Time: 4ms,18,4,,
"Tilt, Height, Pivot Adjustable",,VESA Mount Compatible,526.99,"LG Ultragear 27GL850-B 27"" Quad HD 2560 x 1440 2K 1ms (GTG) 144Hz 2xHDMI DisplayPort USB 3.0 Hub AMD FreeSync NVIDIA G-Sync Compatible HDR 10 Nano Backlit LED IPS Gaming Monitor",144Hz Refresh Rate,2560 x 1440 Quad HD 2K Resolution,1ms (GTG) Response Time,22,4,,"2 x HDMI, DisplayPort (1.4) Video Inputs"
,,,147.8,"Acer B227Q bmipr UM.WB7AA.002 21.5"" Full HD 1920 x 1080 4 ms GTG D-Sub, HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Built-in Speakers LCD/LED Monitor",,1920 x 1080 Resolution @ 75 Hz,4 ms Response Time,2,5,,
,,,469.84,"AOC Gaming CQ32G1 31.5"" curved gaming monitor, Quad HD 2560x1440, 1800R curved VA panel, 80M:1 DCR, 1ms (MPRT), AMD FreeSync, 144Hz, 3-sided frameless, DisplayPort/HDMI/VGA, VESA compatible",,2560x1440 Quad HD Resolution,,27,4,,
,,VESA Compatibility - Mountable,259.99,"Viotek GN27D 27"" WQHD 2560 x1440 144Hz 1800R Curved Gaming Monitor w/ Built-in Speakers",,,,46,4,,
Tilt Adjustable,Asus Eye Care with Low Blue-Light and Flicker-Free Technology,VESA Mount Compatible,292,"ASUS VP28UQG 28"" Ultra HD 3840 x 2160 4K Resolution 1ms 2 x HDMI, DisplayPort FreeSync Technology Asus Eye Care with Ultra Low-Blue Light Flicker-Free Technology Widescreen LED Backlit LCD Monitor",,3840 x 2160 Ultra HD 4K Resolution,1ms Response Time,69,4,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
Tilt and Height Adjustable,,,208.99,"AXM 2768 27"" WQHD LED Gaming Monitor 2K, 2560 x 1440 Adaptive-sync (FreeSync Compatible) Height/Tilt Adjustable. DisplayPort, HDMI, DVI",Refresh Rate: 60 Hz,2K Resolution,,6,5,,
"Tilt / Height / Swivel / Pivot Adjustable",,,349.99,"LG 27UD58P-B 27"" IPS 4K UHD FreeSync Gaming Monitor, 3840 x 2160, 5ms Response Time, 1000:1 Contrast Ratio, DisplayPort, HDMI, Tilt / Height Adjustable, VESA Compatible",,,"5ms Response Time",68,4,,
Tilt Adjustable,,VESA Mount Compatible,,"Acer V277U bmiipx 27"" Quad HD 2560 x 1440 2K 4ms (GTG) 75Hz 2xHDMI DisplayPort AMD FreeSync Built-in Speakers Backlit LED IPS Gaming Monitor",75Hz Refresh Rate,2560 x 1440 Quad HD 2K Resolution,4ms (GTG) Response Time,65,4,,"2 x HSMI, DisplayPort Video Inputs"
,,,94.99,"AOC 22E1H 21.5"" HD 1900x1080 Monitor, 5ms response time, 20M:1 dynamic contrast ratio, FlickerFree, HDMI/VGA, VESA compatible, EPEAT Silver, EnergyStar",,,,1,4,,
"Tilt&Height Adjustable",,VESA Mount Compatible,169.99,"MSI Optix MAG241MVC 24"" Full HD 1920 x 1080 1ms (MPRT) 144 Hz 2x HDMI, DisplayPort, USB 2.0 AMD FreeSync Curved Gaming Monitor","144Hz Refresh Rate","1920 x 1080 Full HD Resolution","1ms (MPRT) Response Time",3,4,,"DisplayPort, 2 x HDMI (1.4) Video Inputs"
Height Adjustable,,VESA Mount Compatible,349.99,"LG 32UD59-B 32"" Ultra HD 3840 x 2160 4K 2xHDMI DisplayPort AMD FreeSync Flicker Safe Anti-Glare Backlit LED LCD Monitor",,3840 x 2160 Ultra HD 4K Resolution @ 60Hz,5ms (GTG) Response Time,44,5,,"DisplayPort, 2 x HDMI Video Inputs"
,,,299.99,"VIOTEK GNV32DB 32-Inch Gaming Monitor  144Hz WQHD (2560 x 1440p Monitor Resolution)  G-Sync-Ready FreeSync with LFC  3x HDMI, DP, Audio Out,  3-Year Warranty",Refresh Rate: 144Hz (max.) ,Resolution: 2560x1440p (QHD) ,Response Time: 6ms (GTG) / 4ms (OD) ,5,4,,
,,"Height, Pivot, Swivel, Tilt VESA Compatibility - Mountable ",539.82,"NEC Display MultiSync EA274WMi-BK Black 27” WQHD Widescreen IPS Panel, LED Backlight LCD Monitor 6ms 350cd/m2, DisplayPort, USB hub, Height Adjust, Pivot, Tilt & Swivel, Speakers, 3 Year Warranty",,,,1,5,,
Tilt Adjustable,,VESA Mount Compatible,199.99,"MSI Optix G27C4 27"" Full HD 1920 x 1080 1ms (MPRT) 165Hz 2xHDMI DisplayPort AMD FreeSync Flicker-Free Low Blue Light Anti-Glare Frameless Backlit LED Curved Gaming Monitor",Up to 165Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (MPRT) Response Time,8,4,,"DisplayPort (1.4), 2 x HDMI (1.2) Video Inputs"
,,,319.99,VIOTEK NV32Q True 4K Monitor 32-Inch Curved | 60Hz 4ms (OD) Streaming-Ready 3840 x 2160p Monitor for Gaming/Movies | HDR-Ready 1500R VA Panel w/ FreeSync | HDMI 2.0 DP 1.2 Audio Out (VESA),Refresh Rate: 60Hz (OC) ,Resolution: 3840x2160p ,Response Time: 8ms GTG (4ms Overdrive) ,1,5,Curvature: 1500R ,
Tilt Adjustable,,VESA Mount Compatible,82.33,"Acer V226HQL Bbd 22"" (Diagonal 21.5"")  Full HD 1920 x 1080 60Hz 5ms DVI VGA Acer eColor LED Backlight LCD Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,5ms Response Time,22,4,,"DVI, VGA Video Inputs"
"Height, Swivel, Pivot, Tilt Adjustable",,VESA Mount Compatible,789.99,"Viewsonic VP3268-4K 32"" 4K UHD 3840x2160 IPS WLED LCD Monitor",,3840 x 2160 Ultra HD 4K Resolution @ 60Hz,"7ms (GTG W/OD), 14ms (Typical GTG) Response Time",2,3,,"2 x HDMI (2.2), DisplayPort, Mini-DisplayPort Video Inputs"
,,,152.66,"LG 24MB35V-W White 24"" 5ms 1920 x 1080, LED Display, D-Sub, DVI-D, HDMI, VESA Mountable",,Resolution: 1920 x 1080,,3,4,,
"Tilt Adjustable",,VESA Mount Compatible,199.99,"MSI Optix G271 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144Hz 2x HDMI DisplayPort AMD FreeSync Anti-Glare Frameless Design Backlit LED IPS Gaming Monitor","144Hz Refresh Rate","1920 x 1080 Full HD Resolution","1ms (MPRT) / 4ms (GTG) Response Time",3,5,,"2 x HDMI (1.4), DisplayPort (1.2) Video Inputs"
,,,492,"Alienware AW2518HF 24.5"" FreeSync Gaming Monitor, 1920 x 1080, 240 Hz, 1ms Response Time, AlienFX, DisplayPort, HDMI, 3 x USB 3.0","240Hz Refresh Rate","1920 x 1080 Resolution ","1ms Response Time",32,4,,
"Height Adjustable, Swivel, Tilt, PIP/PBP",,,,"Acer XR382CQK bmijqphuzx UM.TX2AA.002 38"" (Actual size 37.5"") UW-QHD+ 3840 x 1600 1ms (MPRT) 75 Hz HDMI, DisplayPort, USB AMD FreeSync Built-in Speakers Curved Gaming Monitors",,,1ms (MPRT) UltraFast Response Time,3,5,,
"Tilt, Height Adjustable",,,396.11,"LG 34UM69G-B 34"" Full HD 2560 x 1080 75Hz 5ms (GTG) DisplayPort USB Type-C AMD FreeSync Built-in Speakers Flicker Safe Ultrawide Backlit LED IPS Gaming Monitor",75Hz Refresh Rate,2560 x 1080 Full HD Resolution,"5ms (GTG), 1ms (MBR) Response Time",35,4,,"DisplayPort, USB Type-C Video Inputs"
Tilt Adjustable,,VESA Mount compatible,383.62,"Acer ED273 Abidpx 27"" Full HD 1920 x 1080 4ms 144Hz AMD FreeSync Technology HDMI DisplayPort DVI Backlit LED LCD Curved Gaming Monitor",144 Hz Refresh Rate,1920 x 1080 Full HD Resolution,4ms Response Time,38,4,,
"Height, Swivel, Pivot, Tilt Adjustable",,VESA Mount Compatible,367.7,"ViewSonic XG2530 25"" Full HD 1920 x 1080 1ms (GTG) 240Hz 2xHDMI DisplayPort AMD FreeSync Built-in Speakers USB 3.0 Hub Anti-Glare Backlit LED Gaming Monitor",240Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (GTG) Response Time,4,5,,"1 x HDMI (1.4), 1 x HDMI (2.0), DisplayPort Video Inputs"
"Pivot, Swivel, Tilt, Height Adjustable",Flicker-Free Technology,VESA Mount Compatible,689.43,"BenQ ZOWIE XL2546 25"" (Actaul size 24.5"") 1080p 1ms(GTG) 240Hz eSports Gaming Monitor, DyAc, S-Switch, Shield, Black eQualizer, Color Vibrance, Height Adjustable, VESA Ready",240Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,5,5,,"DVI-DL, 2 x HDMI, DisplayPort (1.2) Video Inputs"
,,,289,"Dell SE2717HR 27"" Full HD 1920x1080 75Hz 6ms AMD FreeSync HDMI VGA Narrow Bezel LED Backlit Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,6ms Response Time,56,4,,
,,,339.99,"Asus TUF Gaming VG249Q 23.8"" Monitor 144Hz Full HD (1920 x 1080) 1ms IPS Extreme Low Motion Blur FreeSync Eye Care DisplayPort HDMI D-Sub",,,,5,5,,
,,,262.87,"LG 29UM69G-B 29"" FreeSync IPS WFHD Ultrawide Gaming Monitor, Dynamic Action Sync, 4 Screen Split, On-Screen Control, HDMI, USB-C, DisplayPort",,,,64,4,,
,,,729.99,"VIOTEK SUW49C 49"" Ultrawide 1800R Curved Gaming Monitor, 32:9, 3840x1080P, 144Hz, HDMI, DP, 4ms, AMD FreeSync",,,,4,3,,
"Pivot, Swivel, Tilt, Height Adjustable",,VESA Mount Compatible,519.98,"Dell S2719DGF 27"" Quad HD 2560 x 1440 2K Resolution 1ms 144Hz 155Hz (overlock) 2xHDMI DisplayPort AMD FreeSync EdgeLit LED LCD Gaming Monitor","144Hz Refresh Rate, 155Hz Overclocked Refresh Rate",2560 x 1440 Quad HD 2K Resolution,1ms Response Time,7,5,,"2 x HDMI, DisplayPort Video Inputs"
AMD FreeSync Technology 3-Side Virtually Borderless Design Tilt / Height Adjustable Stand,,,399.99,"LG 34WK650-W Black/Silver 34"" FHD 1080p HDR AMD FreeSync UltraWide LED Monitor, 300 cd/m2, HDMI, DisplayPort, Tilt, Height Adjustable, VESA Compatible",,,,6,5,,
"Tilt Adjustable",,VESA Mount Compatible,419.99,"Acer Gaming Series ED323QUR Abidpx 32"" (Actual size 31.5"") 2560 x 1440 2K Resolution 144Hz 4ms DisplayPort HDMI DVI AMD FreeSync LED Backlit Curved Gaming Monitor","144Hz Refresh Rate","2560 x 1440 WQHD Resolution","4ms Response Time",69,4,,
,,,349.99,"ASUS VG248QZ Black 24"" Gaming Monitor, 144 Hz 1ms (GTG), Height & Pivot Adjustable Stand, 350 cd/m2, Built-in Speakers",,,,6,5,,
,,,600.99,"ASUS MG248QR Black 24"" eSports Gaming Monitor FHD (1920x1080) FreeSync/Adaptive Sync 144Hz 1ms VESA Height Adjustable Stand DP HDMI DVI 3.5mm Earphone Jack",,,,6,5,,
,,,304.85,"LG 29WK500-P Black 29"" 5ms (GTG, High) HDMI Widescreen LED Backlight 21:9 UltraWide Full HD IPS LED Monitor with AMD FreeSync 250(Typ), 200(min) cd/m2 1,000:1 (Typ)",,,,6,5,,
,,,718,"DELL S2716DG 27"" Gaming Monitor with WQHD 2560 x 1440 Resolution 144 Hz Refresh Rate and NVIDIA G-Sync 16:9 TN Panel","144 Hz Refresh Rate","WQHD 2560 x 1440 Resolution ","1ms Response Time ",78,4,,
,,,325.99,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD 1920 x 1080 165Hz Refresh Rate FreeSync Technology Curved Gaming Monitor",165Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,89,4,,
,,,431.87,"LG 32GK850F-B 32"" QHD 144Hz 2560 x 1440 5ms HDMI, DisplayPort Gaming Monitor with Radeon FreeSync 2 Technology",,,,9,5,,
"Height, Pivot, Swivel, Tilt Adjustable",,VESA Mount Compatible,420.99,"ASUS TUF GAMING VG289Q 28"" Ultra HD 3840 x 2160 (4K) 5ms (GTG) 2xHDMI DisplayPort AMD FreeSync Flicker-Free Low Blue Light Built-in Speakers Backlit LED IPS Gaming Monitor",,3840 x 2160 Ultra HD 4K Resolution @ 60Hz,5ms (GTG) Response Time ,11,5,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
"Height, Tilt, Pivot Adjustable",,VESA Mount Compatible,559.99,"Acer Predator XB1 XB271HU bmiprz 27"" WQHD 2560 x 1440 2K Resolution 4ms 144Hz (165Hz OverClock) HDMI DisplayPort NVIDIA G-Sync Built-in Speakers USB HUB LED Backlit IPS Gaming Monitor","144Hz, 165Hz OverClock Refresh Rate",2560 x 1440 WQHD 2K Resolution,4ms Response Time,194,4,,"HDMI (1.4), DisplayPort (1.2) Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,382.19,"SCEPTRE C275B-144RN 27"" Full HD 1920 x 1080 144Hz 3ms 2 x HDMI, DisplayPort, AMD FreeSync Edge-Less LED Backlit Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,3ms Fast Response Time,20,5,,"DisplayPort, 2 x HDMI Inputs Video Inputs"
,,Wall Mount Compatible,155.22,"Acer KG Series KG251Q 24.5"" Full HD 1920 x 1080 75Hz 1ms 2xHDMI VGA AMD FreeSync Technology Flicker-Less Blue-Light Shield Frameless Built-in speakers Widescreen Backlit LED LCD Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,230,4,,"2 x HDMI, VGA Video Inputs "
Tilt Adjustable,,,239.99,"Acer HA270 Abi 27"" Full HD 1920 x 1080 75Hz 4ms HDMI VGA AMD FreeSync LED Backlight IPS Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,4ms Response Time,22,5,,
Tilt Adjustable,Flicker-Free Technology,VESA Mount Compatible,240,"ASUS VP228QG 22"" (Actual size 21.5"") Full HD 1920 x 1080 1ms 75Hz DisplayPort HDMI VGA Adaptive Sync/FreeSync Asus Eye Care Ultra Low-Blue Light Flicker-Free LED Backlit Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,27,5,,"VGA, HDMI, DisplayPort Video Inputs"
,,,293.33,"LG 27GL650F-B 27"" Full HD 1920 x 1080 5ms (GTG at Faster), 1ms MBR 144 Hz HDMI, DisplayPort AMD FreeSync NVIDIA G-SYNC Compatible Gaming Monitor",,,,3,4,,
